plot_type,n_variants,n_samples,n_values,dpi,average,cycle_0,cycle_1,cycle_2,cycle_3,cycle_4,cycle_5,cycle_6,cycle_7,cycle_8,cycle_9
pcolorfast,50,1000,50000,50,0.06250081062316895,0.062186479568481445,0.0625002384185791,0.07844758033752441,0.06250643730163574,0.06260538101196289,0.062415122985839844,0.0468900203704834,0.07773494720458984,0.06290245056152344,0.046819448471069336
pcolormesh,50,1000,50000,50,0.46253926753997804,0.43781280517578125,0.48445653915405273,0.43747544288635254,0.4684140682220459,0.4999706745147705,0.4843709468841553,0.43781495094299316,0.4531984329223633,0.4527604579925537,0.4691183567047119
matshow,50,1000,50000,50,0.0609379768371582,0.06241297721862793,0.0468904972076416,0.06255078315734863,0.06214141845703125,0.06280517578125,0.06219005584716797,0.0628819465637207,0.06250619888305664,0.046871185302734375,0.07812952995300293
imshow,50,1000,50000,50,1.1671634435653686,0.0468754768371582,0.06247377395629883,0.06249070167541504,0.06216144561767578,0.07813382148742676,0.07811212539672852,0.06250452995300293,0.062499284744262695,0.0472414493560791,11.109141826629639
pcolorfast,50,1000,50000,100,0.075,0.06250643730163574,0.07813334465026855,0.07811784744262695,0.07812857627868652,0.07812833786010742,0.07811665534973145,0.07812237739562988,0.07812643051147461,0.07817959785461426,0.06244039535522461
pcolormesh,50,1000,50000,100,0.4515631675720215,0.45313239097595215,0.45312047004699707,0.4531247615814209,0.4531271457672119,0.4375016689300537,0.48436975479125977,0.4531228542327881,0.4375011920928955,0.43750500679016113,0.4531264305114746
matshow,50,1000,50000,100,0.07187447547912598,0.07812333106994629,0.0624995231628418,0.06250405311584473,0.06250381469726562,0.09374117851257324,0.07813310623168945,0.07812142372131348,0.0625004768371582,0.06251144409179688,0.07810640335083008
imshow,50,1000,50000,100,0.06718902587890625,0.06251049041748047,0.062494516372680664,0.06250953674316406,0.07811999320983887,0.06249189376831055,0.06250929832458496,0.07811260223388672,0.06253337860107422,0.06250572204589844,0.07810282707214355
pcolorfast,50,1000,50000,150,0.07346904277801514,0.06279516220092773,0.06260919570922852,0.0780179500579834,0.04688692092895508,0.06248307228088379,0.06263947486877441,0.06244254112243652,0.17193222045898438,0.06204676628112793,0.06283712387084961
pcolormesh,50,1000,50000,150,0.4296883583068848,0.42185258865356445,0.43753600120544434,0.42168545722961426,0.42209672927856445,0.4215250015258789,0.4534130096435547,0.4217410087585449,0.4376394748687744,0.4218103885650635,0.43758392333984375
matshow,50,1000,50000,150,0.06406023502349853,0.06252908706665039,0.0625152587890625,0.06253743171691895,0.062085866928100586,0.0628213882446289,0.06261992454528809,0.062357187271118164,0.04693269729614258,0.07776808738708496,0.07843542098999023
imshow,50,1000,50000,150,0.059380531311035156,0.046883344650268555,0.0625452995300293,0.062485694885253906,0.062168121337890625,0.07842445373535156,0.046890974044799805,0.06248068809509277,0.04688239097595215,0.06251120567321777,0.06253314018249512
pcolorfast,50,1000,50000,200,0.06093955039978027,0.04687619209289551,0.062485456466674805,0.06249260902404785,0.06254911422729492,0.06215977668762207,0.06284832954406738,0.04681563377380371,0.07821130752563477,0.046816349029541016,0.0781407356262207
pcolormesh,50,1000,50000,200,0.4359322786331177,0.42183518409729004,0.4219541549682617,0.42178893089294434,0.4219341278076172,0.42189717292785645,0.43744659423828125,0.5468597412109375,0.42189478874206543,0.42184972763061523,0.4218623638153076
matshow,50,1000,50000,200,0.0624730110168457,0.07816576957702637,0.062161922454833984,0.04720640182495117,0.06254124641418457,0.06251883506774902,0.06212568283081055,0.06280875205993652,0.04692554473876953,0.06245565414428711,0.0778203010559082
imshow,50,1000,50000,200,0.06096515655517578,0.06285309791564941,0.06248307228088379,0.04685711860656738,0.06249809265136719,0.06247973442077637,0.0626215934753418,0.06204867362976074,0.06252288818359375,0.04686427116394043,0.07842302322387695
pcolorfast,50,10000,500000,50,0.06094338893890381,0.04687666893005371,0.0625295639038086,0.06248879432678223,0.06258416175842285,0.062146663665771484,0.06276774406433105,0.06258368492126465,0.07771944999694824,0.047232627868652344,0.06250452995300293
pcolormesh,50,10000,500000,50,0.4312347650527954,0.42183947563171387,0.4371933937072754,0.4222066402435303,0.4215505123138428,0.4218611717224121,0.4534938335418701,0.43746018409729004,0.43754100799560547,0.40619421005249023,0.45300722122192383
matshow,50,10000,500000,50,0.07497932910919189,0.06230568885803223,0.06281805038452148,0.04686999320983887,0.06217002868652344,0.06283044815063477,0.20312929153442383,0.06256270408630371,0.06242036819458008,0.06250119209289551,0.06218552589416504
imshow,50,10000,500000,50,0.05941107273101807,0.06283974647521973,0.04684114456176758,0.06261587142944336,0.06241202354431152,0.06256556510925293,0.062465667724609375,0.062458038330078125,0.04689192771911621,0.07814717292785645,0.04687356948852539
pcolorfast,50,10000,500000,100,0.060969996452331546,0.06286191940307617,0.06254863739013672,0.06241440773010254,0.062171220779418945,0.06289148330688477,0.0624387264251709,0.06252741813659668,0.06254029273986816,0.062482357025146484,0.04682350158691406
pcolormesh,50,10000,500000,100,0.43125009536743164,0.421555757522583,0.43747448921203613,0.4378957748413086,0.42173218727111816,0.4218943119049072,0.4528834819793701,0.4218595027923584,0.42222094535827637,0.4218263626098633,0.4531581401824951
matshow,50,10000,500000,100,0.06093800067901611,0.06217598915100098,0.06250476837158203,0.04719877243041992,0.06255865097045898,0.07803463935852051,0.06251764297485352,0.04689288139343262,0.06258177757263184,0.062326669692993164,0.06258821487426758
imshow,50,10000,500000,100,0.07187385559082031,0.06256461143493652,0.06240987777709961,0.04687047004699707,0.06249213218688965,0.17157340049743652,0.06250667572021484,0.06253814697265625,0.062488555908203125,0.06250238418579102,0.06279230117797852
pcolorfast,50,10000,500000,150,0.0609093427658081,0.06253671646118164,0.06246638298034668,0.06258678436279297,0.06241893768310547,0.0468902587890625,0.07779788970947266,0.06285429000854492,0.06243896484375,0.04688763618469238,0.062215566635131836
pcolormesh,50,10000,500000,150,0.4297188758850098,0.42223262786865234,0.4374525547027588,0.42153024673461914,0.4221837520599365,0.4372115135192871,0.43749046325683594,0.4221971035003662,0.4217102527618408,0.421978235244751,0.4532020092010498
matshow,50,10000,500000,150,0.059377217292785646,0.04687213897705078,0.06255722045898438,0.06244993209838867,0.06246781349182129,0.0621800422668457,0.06283903121948242,0.046875953674316406,0.06217765808105469,0.0624842643737793,0.06286811828613281
imshow,50,10000,500000,150,0.059374427795410155,0.06253862380981445,0.046804189682006836,0.062195777893066406,0.06250452995300293,0.06248950958251953,0.06250905990600586,0.047229766845703125,0.062471866607666016,0.0468449592590332,0.0781559944152832
pcolorfast,50,10000,500000,200,0.07965805530548095,0.046906232833862305,0.06251931190490723,0.06248044967651367,0.1871645450592041,0.0781254768371582,0.06250190734863281,0.06251692771911621,0.09374141693115234,0.07809805870056152,0.06252622604370117
pcolormesh,50,10000,500000,200,0.4453402280807495,0.4378676414489746,0.45276808738708496,0.4221770763397217,0.42171502113342285,0.4373326301574707,0.48436522483825684,0.4843876361846924,0.4375004768371582,0.422182559967041,0.4531059265136719
matshow,50,10000,500000,200,0.0656270980834961,0.062415361404418945,0.047007083892822266,0.06254148483276367,0.06249380111694336,0.062436580657958984,0.07784152030944824,0.0781242847442627,0.06250929832458496,0.06247735023498535,0.07842421531677246
imshow,50,10000,500000,200,0.05781223773956299,0.04687690734863281,0.06256270408630371,0.062424421310424805,0.046907663345336914,0.07808804512023926,0.04691290855407715,0.06216740608215332,0.04718494415283203,0.06258702278137207,0.06241035461425781
pcolorfast,500,10,5000,50,0.06094045639038086,0.06220436096191406,0.06283330917358398,0.06256604194641113,0.06238722801208496,0.04691004753112793,0.062497615814208984,0.06256341934204102,0.07806181907653809,0.04690265655517578,0.062478065490722656
pcolormesh,500,10,5000,50,0.44371633529663085,0.421553373336792,0.4376945495605469,0.5312967300415039,0.45316529273986816,0.4215829372406006,0.4221768379211426,0.4374101161956787,0.43730592727661133,0.43778204917907715,0.4371955394744873
matshow,500,10,5000,50,0.06253278255462646,0.09405636787414551,0.046907663345336914,0.0625004768371582,0.06249594688415527,0.06252098083496094,0.07805824279785156,0.04691314697265625,0.06252622604370117,0.06247687339782715,0.04687190055847168
imshow,500,10,5000,50,0.060934829711914065,0.07780122756958008,0.04688525199890137,0.06289982795715332,0.062391042709350586,0.04687213897705078,0.07783746719360352,0.06288385391235352,0.04680585861206055,0.06258249282836914,0.06238913536071777
pcolorfast,500,10,5000,100,0.06402809619903564,0.06250119209289551,0.06246471405029297,0.046909332275390625,0.07817220687866211,0.046875715255737305,0.07818269729614258,0.062055349349975586,0.0628507137298584,0.06245779991149902,0.07781124114990234
pcolormesh,500,10,5000,100,0.4312832593917847,0.4376847743988037,0.4219052791595459,0.4529151916503906,0.422182559967041,0.43749284744262695,0.421907901763916,0.43717455863952637,0.42220354080200195,0.4374959468841553,0.42186999320983887
matshow,500,10,5000,100,0.07340695858001708,0.07826733589172363,0.17177820205688477,0.06243586540222168,0.046901702880859375,0.06262969970703125,0.06242227554321289,0.06249237060546875,0.06250405311584473,0.046799659729003906,0.07783842086791992
imshow,500,10,5000,100,0.06252932548522949,0.07813668251037598,0.06249547004699707,0.06277728080749512,0.04688835144042969,0.07780909538269043,0.04718184471130371,0.0625607967376709,0.06246685981750488,0.06257319450378418,0.06240367889404297
pcolorfast,500,10,5000,150,0.06094295978546142,0.06217074394226074,0.06282758712768555,0.06254887580871582,0.06212329864501953,0.06285452842712402,0.06248807907104492,0.0624699592590332,0.0625770092010498,0.06246161460876465,0.046907901763916016
pcolormesh,500,10,5000,150,0.4406103610992432,0.4371325969696045,0.4687182903289795,0.43749356269836426,0.45313501358032227,0.43750977516174316,0.45350146293640137,0.421816349029541,0.43747687339782715,0.4217569828033447,0.4375627040863037
matshow,500,10,5000,150,0.07341470718383789,0.06233501434326172,0.06280851364135742,0.04682517051696777,0.06262850761413574,0.07768702507019043,0.06249809265136719,0.06249642372131348,0.046860694885253906,0.06252503395080566,0.18748259544372559
imshow,500,10,5000,150,0.0625342845916748,0.0625162124633789,0.062482357025146484,0.062493085861206055,0.07815051078796387,0.0624690055847168,0.06250667572021484,0.04688262939453125,0.06253266334533691,0.06245899200439453,0.0628507137298584
pcolorfast,500,10,5000,200,0.06095762252807617,0.06248211860656738,0.06251287460327148,0.06281518936157227,0.04694175720214844,0.06212639808654785,0.06289935111999512,0.07808995246887207,0.046834468841552734,0.0621640682220459,0.06271004676818848
pcolormesh,500,10,5000,200,0.4499790668487549,0.42167234420776367,0.42217135429382324,0.4218940734863281,0.43742895126342773,0.43752026557922363,0.4375424385070801,0.4215519428253174,0.422208309173584,0.43715715408325195,0.640643835067749
matshow,500,10,5000,200,0.09531202316284179,0.06249117851257324,0.07811975479125977,0.0625007152557373,0.07813191413879395,0.09374427795410156,0.09375619888305664,0.20314502716064453,0.07809782028198242,0.0937795639038086,0.10935378074645996
imshow,500,10,5000,200,0.07656204700469971,0.06251358985900879,0.04687023162841797,0.062497854232788086,0.06250834465026855,0.09374165534973145,0.06248641014099121,0.04718494415283203,0.07780838012695312,0.06250333786010742,0.18750572204589844
pcolorfast,500,100,50000,50,0.0671924114227295,0.06250452995300293,0.07813429832458496,0.07811093330383301,0.06251263618469238,0.062493085861206055,0.06251955032348633,0.07813835144042969,0.06248736381530762,0.06250405311584473,0.06251931190490723
pcolormesh,500,100,50000,50,0.4265847682952881,0.4065985679626465,0.43750548362731934,0.4218442440032959,0.4218471050262451,0.4375007152557373,0.4375436305999756,0.42188239097595215,0.42184948921203613,0.42186522483825684,0.437410831451416
matshow,500,100,50000,50,0.062475275993347165,0.06226968765258789,0.06248807907104492,0.07813334465026855,0.0468754768371582,0.0784306526184082,0.04687190055847168,0.0625607967376709,0.062435150146484375,0.046942949295043945,0.07774472236633301
imshow,500,100,50000,50,0.0594043493270874,0.047254323959350586,0.06257295608520508,0.04675102233886719,0.06255936622619629,0.062468528747558594,0.06252551078796387,0.0468137264251709,0.062195777893066406,0.06250739097595215,0.07839488983154297
pcolorfast,500,100,50000,100,0.07188708782196045,0.06250405311584473,0.06251144409179688,0.06251788139343262,0.062490224838256836,0.046904563903808594,0.06250715255737305,0.06256818771362305,0.1717967987060547,0.06257200241088867,0.06249856948852539
pcolormesh,500,100,50000,100,0.42811293601989747,0.421436071395874,0.43747878074645996,0.4221832752227783,0.421903133392334,0.42188549041748047,0.4531230926513672,0.4219183921813965,0.4218471050262451,0.4218299388885498,0.43752408027648926
matshow,500,100,50000,100,0.060943436622619626,0.062171220779418945,0.06292510032653809,0.062078237533569336,0.0628211498260498,0.06260514259338379,0.06244492530822754,0.04688000679016113,0.06211233139038086,0.06280875205993652,0.06258749961853027
imshow,500,100,50000,100,0.059371113777160645,0.062111616134643555,0.047258853912353516,0.06256842613220215,0.0620729923248291,0.06279253959655762,0.06248927116394043,0.04687905311584473,0.06258940696716309,0.06246066093444824,0.06248831748962402
pcolorfast,500,100,50000,150,0.0609053373336792,0.062484025955200195,0.04694199562072754,0.07815051078796387,0.04679083824157715,0.06262040138244629,0.06205868721008301,0.06285595893859863,0.06253767013549805,0.062422990798950195,0.06219029426574707
pcolormesh,500,100,50000,150,0.44062421321868894,0.43774843215942383,0.4372565746307373,0.422191858291626,0.4219179153442383,0.4218289852142334,0.4375491142272949,0.5466892719268799,0.42199182510375977,0.4375290870666504,0.4215390682220459
matshow,500,100,50000,150,0.06406385898590088,0.07811260223388672,0.06286191940307617,0.062160491943359375,0.06281423568725586,0.06256103515625,0.06249380111694336,0.04688382148742676,0.06210494041442871,0.06282973289489746,0.07781600952148438
imshow,500,100,50000,150,0.05937778949737549,0.06251835823059082,0.04684567451477051,0.06253385543823242,0.062467098236083984,0.06250762939453125,0.04687023162841797,0.06279420852661133,0.06219768524169922,0.04723501205444336,0.07780814170837402
pcolorfast,500,100,50000,200,0.06253767013549805,0.06293773651123047,0.06238245964050293,0.06262683868408203,0.06238198280334473,0.0621647834777832,0.07851505279541016,0.04686927795410156,0.07773518562316895,0.06287264823913574,0.0468907356262207
pcolormesh,500,100,50000,200,0.4359377384185791,0.42186975479125977,0.43714022636413574,0.42218017578125,0.42157888412475586,0.43779730796813965,0.4531874656677246,0.43742895126342773,0.45305299758911133,0.43761372566223145,0.4375278949737549
matshow,500,100,50000,200,0.07499589920043945,0.06214737892150879,0.06283116340637207,0.04684638977050781,0.06219744682312012,0.06283259391784668,0.21840596199035645,0.04687809944152832,0.0628194808959961,0.06251406669616699,0.06248641014099121
imshow,500,100,50000,200,0.06250722408294677,0.07814955711364746,0.06244492530822754,0.04690694808959961,0.07818770408630371,0.06243467330932617,0.04687190055847168,0.06248021125793457,0.06253528594970703,0.0625603199005127,0.0625007152557373
pcolorfast,500,1000,500000,50,0.05938124656677246,0.06251168251037598,0.04686236381530762,0.0625007152557373,0.06254363059997559,0.06254148483276367,0.062352895736694336,0.06257319450378418,0.0625298023223877,0.04676103591918945,0.06263566017150879
pcolormesh,500,1000,500000,50,0.43120741844177246,0.437441349029541,0.4218108654022217,0.4219076633453369,0.4218006134033203,0.4219017028808594,0.4528346061706543,0.42223429679870605,0.4217371940612793,0.43761682510375977,0.4527890682220459
matshow,500,1000,500000,50,0.0625316858291626,0.06247711181640625,0.06251239776611328,0.06249690055847168,0.046877145767211914,0.07815718650817871,0.06247591972351074,0.0625002384185791,0.046862125396728516,0.06251215934753418,0.0784456729888916
imshow,500,1000,500000,50,0.07031993865966797,0.062479257583618164,0.046892404556274414,0.06254220008850098,0.04685688018798828,0.18751978874206543,0.06247711181640625,0.046843767166137695,0.06250858306884766,0.06250429153442383,0.06257510185241699
pcolorfast,500,1000,500000,100,0.05938906669616699,0.06252479553222656,0.04654383659362793,0.07845044136047363,0.046927452087402344,0.06245923042297363,0.062454938888549805,0.06260180473327637,0.06250643730163574,0.04685568809509277,0.06256604194641113
pcolormesh,500,1000,500000,100,0.43436081409454347,0.42159318923950195,0.45333027839660645,0.42183589935302734,0.4218471050262451,0.43756747245788574,0.43750429153442383,0.42179274559020996,0.4375455379486084,0.42185187339782715,0.46873974800109863
matshow,500,1000,500000,100,0.06094505786895752,0.06219148635864258,0.06280708312988281,0.04690814018249512,0.06246447563171387,0.06258344650268555,0.06211233139038086,0.06283831596374512,0.046874284744262695,0.0625009536743164,0.0781700611114502
