plot_type,n_variants,n_samples,n_values,dpi,average,cycle_0,cycle_1,cycle_2,cycle_3,cycle_4,cycle_5,cycle_6,cycle_7,cycle_8,cycle_9
pcolorfast,500,10000,5000000,100,0.01548607349395752,0.01697063446044922,0.014905452728271484,0.015001058578491211,0.014983415603637695,0.017000675201416016,0.01399993896484375,0.0149993896484375,0.013999700546264648,0.014000654220581055,0.018999814987182617
pcolormesh,500,10000,5000000,100,0.22939131259918213,0.22300481796264648,0.2205185890197754,0.22400355339050293,0.22299647331237793,0.2724001407623291,0.21899151802062988,0.22899961471557617,0.22400307655334473,0.23699522018432617,0.2220001220703125
matshow,500,10000,5000000,100,0.014100956916809081,0.01400136947631836,0.012997865676879883,0.012001276016235352,0.020999908447265625,0.012999534606933594,0.012999773025512695,0.012000322341918945,0.013000249862670898,0.01699995994567871,0.013009309768676758
imshow,500,10000,5000000,100,0.013199138641357421,0.013999462127685547,0.012078046798706055,0.011921882629394531,0.016101837158203125,0.01201772689819336,0.012978315353393555,0.011901378631591797,0.012001276016235352,0.017000913619995117,0.011990547180175781
pcolorfast,500,10000,5000000,150,0.015401315689086915,0.014003276824951172,0.015000581741333008,0.018996238708496094,0.015010595321655273,0.015026330947875977,0.013962984085083008,0.018899202346801758,0.014106273651123047,0.01399683952331543,0.015010833740234375
pcolormesh,500,10000,5000000,150,0.2399348020553589,0.22588253021240234,0.22899889945983887,0.22851157188415527,0.24251294136047363,0.23200154304504395,0.23000001907348633,0.2892913818359375,0.24410080909729004,0.2418971061706543,0.23615121841430664
matshow,500,10000,5000000,150,0.020412230491638185,0.015001058578491211,0.03012561798095703,0.012998104095458984,0.014996767044067383,0.017002582550048828,0.01299905776977539,0.05900144577026367,0.014998435974121094,0.013000249862670898,0.013998985290527344
imshow,500,10000,5000000,150,0.015500140190124512,0.01699995994567871,0.015000581741333008,0.012999296188354492,0.013999462127685547,0.013000726699829102,0.01900196075439453,0.017000198364257812,0.016004085540771484,0.01599860191345215,0.014996528625488281
pcolorfast,500,10000,5000000,200,0.01589834690093994,0.015984058380126953,0.014999866485595703,0.014000654220581055,0.01899886131286621,0.014001607894897461,0.014999628067016602,0.01599860191345215,0.015001535415649414,0.018999338150024414,0.015999317169189453
pcolormesh,500,10000,5000000,200,0.23408541679382325,0.23699951171875,0.23200035095214844,0.22800064086914062,0.2389991283416748,0.22600221633911133,0.23099851608276367,0.2502713203430176,0.22247719764709473,0.24699926376342773,0.22810602188110352
matshow,500,10000,5000000,200,0.013989543914794922,0.013956308364868164,0.011944770812988281,0.012993335723876953,0.020004987716674805,0.012995481491088867,0.013110876083374023,0.011898279190063477,0.012989044189453125,0.018001794815063477,0.012000560760498047
imshow,500,10000,5000000,200,0.01629970073699951,0.012002229690551758,0.011995792388916016,0.01299905776977539,0.017008304595947266,0.011996984481811523,0.01299738883972168,0.01199793815612793,0.012000560760498047,0.04699897766113281,0.012999773025512695
pcolorfast,5000,10,50000,50,0.006799936294555664,0.006000041961669922,0.008000850677490234,0.006999969482421875,0.005999326705932617,0.0070002079010009766,0.007999897003173828,0.0060002803802490234,0.00699925422668457,0.007000446319580078,0.005999088287353516
pcolormesh,5000,10,50000,50,0.009911370277404786,0.010999441146850586,0.010000467300415039,0.009999513626098633,0.009001016616821289,0.009000539779663086,0.011998414993286133,0.009999752044677734,0.01011037826538086,0.009002447128295898,0.009001731872558594
matshow,5000,10,50000,50,0.007299041748046875,0.007996797561645508,0.00699162483215332,0.0070116519927978516,0.006997108459472656,0.0060024261474609375,0.007997989654541016,0.008000850677490234,0.007019758224487305,0.007978200912475586,0.006994009017944336
imshow,5000,10,50000,50,0.0070002079010009766,0.0070111751556396484,0.006986141204833984,0.006947755813598633,0.007050752639770508,0.007009267807006836,0.00798940658569336,0.006014347076416016,0.006997108459472656,0.006997823715209961,0.006998300552368164
pcolorfast,5000,10,50000,100,0.009396624565124512,0.0070683956146240234,0.006994962692260742,0.006985902786254883,0.008016109466552734,0.007002115249633789,0.00800323486328125,0.006996870040893555,0.0069997310638427734,0.007892131805419922,0.028006792068481445
pcolormesh,5000,10,50000,100,0.009699177742004395,0.011111736297607422,0.00798487663269043,0.010894060134887695,0.010000467300415039,0.008998870849609375,0.009001016616821289,0.009999752044677734,0.010004043579101562,0.008997678756713867,0.009999275207519531
matshow,5000,10,50000,100,0.007300066947937012,0.00700068473815918,0.006999492645263672,0.009000301361083984,0.0069997310638427734,0.0070002079010009766,0.006998777389526367,0.007001399993896484,0.008001089096069336,0.006999015808105469,0.006999969482421875
imshow,5000,10,50000,100,0.00690007209777832,0.007001161575317383,0.006998777389526367,0.008000850677490234,0.005998373031616211,0.0070018768310546875,0.00699925422668457,0.005999326705932617,0.007999897003173828,0.0070018768310546875,0.005999326705932617
pcolorfast,5000,10,50000,150,0.007000064849853516,0.0069997310638427734,0.008000850677490234,0.005999326705932617,0.0070002079010009766,0.006999969482421875,0.005999565124511719,0.008000373840332031,0.0070002079010009766,0.00700068473815918,0.0069997310638427734
pcolormesh,5000,10,50000,150,0.009799957275390625,0.009998083114624023,0.010999917984008789,0.008999824523925781,0.010000228881835938,0.009001016616821289,0.009999275207519531,0.01100015640258789,0.008999347686767578,0.010000467300415039,0.00900125503540039
matshow,5000,10,50000,150,0.010500049591064453,0.00800013542175293,0.02599954605102539,0.009009361267089844,0.009991645812988281,0.006997823715209961,0.009002923965454102,0.006999015808105469,0.011002302169799805,0.01001596450805664,0.00798177719116211
imshow,5000,10,50000,150,0.007699942588806153,0.00800180435180664,0.007999181747436523,0.008000850677490234,0.007999658584594727,0.006998300552368164,0.01000070571899414,0.005998849868774414,0.00800013542175293,0.007000446319580078,0.006999492645263672
pcolorfast,5000,10,50000,200,0.007500481605529785,0.008003473281860352,0.0069997310638427734,0.006996870040893555,0.007999897003173828,0.007998943328857422,0.007001161575317383,0.0069997310638427734,0.00700068473815918,0.00899958610534668,0.007004737854003906
pcolormesh,5000,10,50000,200,0.01040043830871582,0.009995222091674805,0.009999513626098633,0.009998559951782227,0.012001276016235352,0.010005712509155273,0.009993314743041992,0.010000944137573242,0.010000467300415039,0.011998891830444336,0.010010480880737305
matshow,5000,10,50000,200,0.007900214195251465,0.007990837097167969,0.008000850677490234,0.00699925422668457,0.009001016616821289,0.006999015808105469,0.00700068473815918,0.008002281188964844,0.006997346878051758,0.009003162384033203,0.009007692337036133
imshow,5000,10,50000,200,0.008598852157592773,0.0069887638092041016,0.00700068473815918,0.007999420166015625,0.023998498916625977,0.006000995635986328,0.006999969482421875,0.007002115249633789,0.0069980621337890625,0.007000446319580078,0.005999565124511719
pcolorfast,5000,100,500000,50,0.007900071144104005,0.007001638412475586,0.008998632431030273,0.006999969482421875,0.0069997310638427734,0.008009910583496094,0.0069904327392578125,0.01100015640258789,0.008000612258911133,0.006999492645263672,0.00800013542175293
pcolormesh,5000,100,500000,50,0.030648279190063476,0.028998374938964844,0.03200125694274902,0.03099822998046875,0.031000137329101562,0.031002283096313477,0.029998302459716797,0.03246784210205078,0.0299985408782959,0.03000164031982422,0.030016183853149414
matshow,5000,100,500000,50,0.00800015926361084,0.008000612258911133,0.008998870849609375,0.007983922958374023,0.007019758224487305,0.007979869842529297,0.0070171356201171875,0.009061813354492188,0.007921218872070312,0.008001089096069336,0.008017301559448242
imshow,5000,100,500000,50,0.00779871940612793,0.006987571716308594,0.008998394012451172,0.007004261016845703,0.007997751235961914,0.008000850677490234,0.00799870491027832,0.009000062942504883,0.007000446319580078,0.006997585296630859,0.008001565933227539
pcolorfast,5000,100,500000,100,0.010500097274780273,0.009002685546875,0.008001565933227539,0.006996631622314453,0.007999420166015625,0.010000467300415039,0.030997514724731445,0.008002996444702148,0.006998538970947266,0.009001493453979492,0.007999658584594727
pcolormesh,5000,100,500000,100,0.03151037693023682,0.02999424934387207,0.031000614166259766,0.03100132942199707,0.03399968147277832,0.03000330924987793,0.03199625015258789,0.031003952026367188,0.030996322631835938,0.0350039005279541,0.03010416030883789
matshow,5000,100,500000,100,0.008289527893066407,0.008911371231079102,0.006997823715209961,0.00800180435180664,0.009998321533203125,0.007993698120117188,0.00799250602722168,0.00800180435180664,0.007999658584594727,0.009000539779663086,0.007997751235961914
imshow,5000,100,500000,100,0.007699990272521972,0.007002115249633789,0.0069980621337890625,0.008006095886230469,0.008997678756713867,0.006997585296630859,0.007999181747436523,0.007000923156738281,0.006999015808105469,0.008998870849609375,0.008000373840332031
pcolorfast,5000,100,500000,150,0.00800018310546875,0.007003307342529297,0.008000612258911133,0.007997512817382812,0.008000850677490234,0.006997823715209961,0.009002208709716797,0.010006904602050781,0.00799560546875,0.0069963932037353516,0.008000612258911133
pcolormesh,5000,100,500000,150,0.03189935684204102,0.02999711036682129,0.032000064849853516,0.029999971389770508,0.030007600784301758,0.029006242752075195,0.029000043869018555,0.050986528396606445,0.02899909019470215,0.029998064041137695,0.028998851776123047
matshow,5000,100,500000,150,0.007912087440490722,0.01100468635559082,0.006997346878051758,0.008000850677490234,0.007997751235961914,0.007002353668212891,0.008998870849609375,0.007000923156738281,0.008107423782348633,0.006998538970947266,0.007012128829956055
imshow,5000,100,500000,150,0.007188081741333008,0.007991790771484375,0.007007598876953125,0.006977081298828125,0.007006406784057617,0.006897687911987305,0.008000612258911133,0.00700068473815918,0.00699925422668457,0.006999492645263672,0.0070002079010009766
pcolorfast,5000,100,500000,200,0.007700109481811523,0.0069997310638427734,0.008001565933227539,0.00699925422668457,0.009000778198242188,0.00699925422668457,0.0070002079010009766,0.007999897003173828,0.008000612258911133,0.008999347686767578,0.007000446319580078
pcolormesh,5000,100,500000,200,0.031099987030029298,0.029999732971191406,0.03200268745422363,0.029996156692504883,0.03400087356567383,0.031000852584838867,0.02899765968322754,0.031001806259155273,0.030001401901245117,0.0339968204498291,0.03000187873840332
matshow,5000,100,500000,200,0.01029980182647705,0.007999658584594727,0.008000373840332031,0.006997823715209961,0.009003400802612305,0.00799870491027832,0.008002281188964844,0.00799870491027832,0.008000850677490234,0.030999422073364258,0.007996797561645508
imshow,5000,100,500000,200,0.007700347900390625,0.007004499435424805,0.00799703598022461,0.009003162384033203,0.007998228073120117,0.006999969482421875,0.007998466491699219,0.006999969482421875,0.009000062942504883,0.007000446319580078,0.007001638412475586
pcolorfast,5000,1000,5000000,50,0.016112160682678223,0.015000104904174805,0.01600193977355957,0.018029451370239258,0.015969514846801758,0.014998674392700195,0.020019054412841797,0.014998435974121094,0.01598191261291504,0.015001058578491211,0.0151214599609375
pcolormesh,5000,1000,5000000,50,0.2298877477645874,0.2328948974609375,0.22798705101013184,0.22899770736694336,0.2259974479675293,0.2270033359527588,0.2449967861175537,0.2220001220703125,0.2239997386932373,0.22800207138061523,0.2369983196258545
matshow,5000,1000,5000000,50,0.01600017547607422,0.030000925064086914,0.014000177383422852,0.015998363494873047,0.014002084732055664,0.014001607894897461,0.01799774169921875,0.013001680374145508,0.013999462127685547,0.013998985290527344,0.013000726699829102
imshow,5000,1000,5000000,50,0.013700580596923828,0.017998695373535156,0.013000726699829102,0.012999534606933594,0.011999845504760742,0.01300048828125,0.016999483108520508,0.012000083923339844,0.013999700546264648,0.012998819351196289,0.012008428573608398
pcolorfast,5000,1000,5000000,100,0.015508651733398438,0.014996528625488281,0.014999866485595703,0.015001058578491211,0.018088102340698242,0.014994382858276367,0.014013051986694336,0.014993667602539062,0.013999223709106445,0.019004106521606445,0.014996528625488281
pcolormesh,5000,1000,5000000,100,0.23005075454711915,0.22889280319213867,0.22600579261779785,0.22599220275878906,0.2400038242340088,0.22710227966308594,0.22289466857910156,0.22600030899047852,0.2256181240081787,0.2510030269622803,0.22699451446533203
matshow,5000,1000,5000000,100,0.014300799369812012,0.016000032424926758,0.013000011444091797,0.013062000274658203,0.020040512084960938,0.012904882431030273,0.01299285888671875,0.012007951736450195,0.01300954818725586,0.01699209213256836,0.012998104095458984
imshow,5000,1000,5000000,100,0.013500022888183593,0.013103485107421875,0.01189732551574707,0.013061046600341797,0.016036272048950195,0.012895584106445312,0.013004541397094727,0.013001203536987305,0.012000560760498047,0.016999244689941406,0.013000965118408203
pcolorfast,5000,1000,5000000,150,0.01508941650390625,0.013903617858886719,0.01499176025390625,0.01600027084350586,0.015000104904174805,0.01399850845336914,0.015000104904174805,0.017000675201416016,0.015000104904174805,0.014998197555541992,0.01500082015991211
pcolormesh,5000,1000,5000000,150,0.23279991149902343,0.22500181198120117,0.23999691009521484,0.2590029239654541,0.22609281539916992,0.2259058952331543,0.2259986400604248,0.24300479888916016,0.23099565505981445,0.22910094261169434,0.2228987216949463
matshow,5000,1000,5000000,150,0.01450037956237793,0.025000572204589844,0.013000726699829102,0.013999700546264648,0.014000177383422852,0.011999368667602539,0.016000032424926758,0.013001441955566406,0.011998414993286133,0.01300048828125,0.013002872467041016
imshow,5000,1000,5000000,150,0.013199639320373536,0.015997886657714844,0.01299905776977539,0.01199960708618164,0.012000560760498047,0.012999773025512695,0.01700115203857422,0.011999130249023438,0.012999296188354492,0.01199960708618164,0.012000322341918945
pcolorfast,5000,1000,5000000,200,0.01511082649230957,0.014000177383422852,0.014000415802001953,0.01399993896484375,0.014999628067016602,0.017999887466430664,0.01399993896484375,0.013999462127685547,0.014000415802001953,0.01399993896484375,0.020108461380004883
pcolormesh,5000,1000,5000000,200,0.23208904266357422,0.22689056396484375,0.23009896278381348,0.23290467262268066,0.23299574851989746,0.2420029640197754,0.23010039329528809,0.22289705276489258,0.23399996757507324,0.2250981330871582,0.24390196800231934
matshow,5000,1000,5000000,200,0.017200112342834473,0.013000726699829102,0.014000654220581055,0.012999296188354492,0.011999368667602539,0.05100107192993164,0.013999700546264648,0.012999773025512695,0.013000249862670898,0.016000032424926758,0.013000249862670898
imshow,5000,1000,5000000,200,0.013400006294250488,0.011999130249023438,0.013001680374145508,0.011998414993286133,0.017000913619995117,0.012999773025512695,0.01199960708618164,0.012000322341918945,0.012999773025512695,0.017999887466430664,0.012000560760498047
pcolorfast,5000,10000,50000000,50,0.08690030574798584,0.07900071144104004,0.0800161361694336,0.10009765625,0.08000445365905762,0.08098745346069336,0.07800054550170898,0.10699963569641113,0.08500099182128906,0.0800008773803711,0.09889459609985352
pcolormesh,5000,10000,50000000,50,2.2992106437683106,2.4570980072021484,2.418717384338379,2.3560028076171875,2.3169965744018555,2.2324740886688232,2.2800710201263428,2.3399994373321533,2.170999526977539,2.1769986152648926,2.242748975753784
matshow,5000,10000,50000000,50,0.0779585599899292,0.07051706314086914,0.14400076866149902,0.06699752807617188,0.07303857803344727,0.07200026512145996,0.06599807739257812,0.09100031852722168,0.06551575660705566,0.0670008659362793,0.06351637840270996
imshow,5000,10000,50000000,50,0.07833178043365478,0.06199979782104492,0.09075045585632324,0.0690009593963623,0.06151771545410156,0.06200075149536133,0.0620424747467041,0.17899775505065918,0.06600093841552734,0.06699919700622559,0.06400775909423828
pcolorfast,5000,10000,50000000,100,0.09012126922607422,0.0881352424621582,0.08695673942565918,0.08704352378845215,0.0799570083618164,0.12609386444091797,0.08390498161315918,0.08199858665466309,0.08204436302185059,0.08299827575683594,0.10208010673522949
pcolormesh,5000,10000,50000000,100,2.2173615217208864,2.1704397201538086,2.1639037132263184,2.2309505939483643,2.1522555351257324,2.328449010848999,2.1632444858551025,2.1754584312438965,2.1912341117858887,2.285977363586426,2.311702251434326
matshow,5000,10000,50000000,100,0.07005782127380371,0.06704092025756836,0.06603026390075684,0.06292891502380371,0.06254768371582031,0.0991051197052002,0.06287908554077148,0.06100010871887207,0.06304240226745605,0.061000823974609375,0.09500288963317871
imshow,5000,10000,50000000,100,0.07264130115509033,0.06603693962097168,0.06831049919128418,0.06627869606018066,0.06450510025024414,0.09914302825927734,0.06606006622314453,0.061998844146728516,0.061953067779541016,0.0670003890991211,0.10512638092041016
pcolorfast,5000,10000,50000000,150,0.1032792329788208,0.08100152015686035,0.07904934883117676,0.0962069034576416,0.07998490333557129,0.08400750160217285,0.07903814315795898,0.08404302597045898,0.243912935256958,0.10854458808898926,0.09700345993041992
pcolormesh,5000,10000,50000000,150,2.202083611488342,2.181809425354004,2.221811294555664,2.1946909427642822,2.1505813598632812,2.1906089782714844,2.189610481262207,2.3129851818084717,2.177639961242676,2.169667959213257,2.2314305305480957
matshow,5000,10000,50000000,150,0.07703399658203125,0.07899785041809082,0.13854622840881348,0.06500053405761719,0.06551575660705566,0.06602716445922852,0.06551718711853027,0.09221839904785156,0.06599950790405273,0.0695180892944336,0.06299924850463867
imshow,5000,10000,50000000,150,0.07006866931915283,0.06400108337402344,0.102325439453125,0.06294965744018555,0.06199932098388672,0.06299972534179688,0.06300044059753418,0.09534502029418945,0.06299686431884766,0.06200265884399414,0.06306648254394531
pcolorfast,5000,10000,50000000,200,0.102107572555542,0.09691476821899414,0.08008241653442383,0.08187294006347656,0.07814741134643555,0.1059567928314209,0.09120726585388184,0.14935946464538574,0.1128849983215332,0.09667277336120605,0.1279768943786621
pcolormesh,5000,10000,50000000,200,2.500596213340759,2.3148105144500732,2.6889536380767822,2.6960666179656982,2.6067028045654297,2.5181312561035156,2.3021931648254395,2.27524471282959,2.277536630630493,2.4941868782043457,2.8321359157562256
matshow,5000,10000,50000000,200,0.08295631408691406,0.07000041007995605,0.08826231956481934,0.07599806785583496,0.09522461891174316,0.0920257568359375,0.07599472999572754,0.07600641250610352,0.07005000114440918,0.11607480049133301,0.06992602348327637
imshow,5000,10000,50000000,200,0.07508664131164551,0.06894898414611816,0.06504988670349121,0.06994748115539551,0.10057711601257324,0.06882476806640625,0.06404304504394531,0.06295633316040039,0.0825197696685791,0.10308480262756348,0.06491422653198242
